District,Month,Visitors,Year,Season
Peddapa li,November,0,2020,Winter
Peddapa li,December,0,2020,Summer
Rajanna Sircilla,January,0,2020,Autumn
Rajanna Sircilla,February,0,2020,Autumn
Rajanna Sircilla,March,0,2020,Autumn
Rajanna Sircilla,April,0,2020,Winter
Rajanna Sircilla,May,0,2020,Monsoon
Rajanna Sircilla,June,0,2020,Monsoon
Rajanna Sircilla,July,0,2020,Monsoon
Rajanna Sircilla,August,0,2020,Autumn
Rajanna Sircilla,September,0,2020,Winter
Rajanna Sircilla,October,0,2020,Autumn
Rajanna Sircilla,November,0,2020,Monsoon
Rajanna Sircilla,December,0,2020,Autumn
Sangareddy,January,0,2020,Winter
Sangareddy,February,0,2020,Monsoon
Sangareddy,March,0,2020,Autumn
Sangareddy,April,0,2020,Summer
Sangareddy,May,0,2020,Autumn
Sangareddy,June,0,2020,Autumn
Sangareddy,July,0,2020,Autumn
Sangareddy,August,0,2020,Winter
Sangareddy,September,0,2020,Summer
Sangareddy,October,0,2020,Monsoon
Sangareddy,November,0,2020,Autumn
Sangareddy,December,0,2020,Winter
Siddip et,January,0,2020,Winter
Siddip et,February,0,2020,Monsoon
Siddip et,March,0,2020,Summer
Siddip et,April,0,2020,Winter
Siddip et,May,0,2020,Autumn
Siddip et,June,0,2020,Monsoon
Siddip et,July,0,2020,Autumn
Siddip et,August,0,2020,Monsoon
Siddip et,September,0,2020,Summer
Siddip et,October,0,2020,Summer
Siddip et,November,0,2020,Summer
Siddip et,December,0,2020,Autumn
Suryapet,January,0,2020,Winter
Suryapet,February,0,2020,Autumn
Suryapet,March,0,2020,Summer
Suryapet,April,0,2020,Autumn
Suryapet,May,0,2020,Winter
Suryapet,June,0,2020,Summer
Suryapet,July,0,2020,Winter
Suryapet,August,0,2020,Winter
Suryapet,September,0,2020,Monsoon
Suryapet,October,0,2020,Autumn
Suryapet,November,0,2020,Winter
Suryapet,December,0,2020,Autumn
Wanaparthy,January,0,2020,Summer
Wanaparthy,February,0,2020,Summer
Wanaparthy,March,0,2020,Autumn
Wanaparthy,April,0,2020,Monsoon
Wanaparthy,May,0,2020,Winter
Wanaparthy,June,0,2020,Monsoon
Wanaparthy,July,0,2020,Summer
Wanaparthy,August,0,2020,Autumn
Wanaparthy,September,0,2020,Summer
Wanaparthy,October,0,2020,Monsoon
Wanaparthy,November,0,2020,Monsoon
Wanaparthy,December,0,2020,Summer
Warangal (Rural),January,0,2020,Monsoon
Warangal (Rural),February,0,2020,Summer
Warangal (Rural),March,0,2020,Winter
Warangal (Rural),April,0,2020,Summer
Warangal (Rural),May,0,2020,Autumn
Warangal (Rural),June,0,2020,Summer
Warangal (Rural),July,0,2020,Autumn
Warangal (Rural),August,11,2020,Autumn
Warangal (Rural),September,13,2020,Winter
Warangal (Rural),October,0,2020,Summer
Warangal (Rural),November,12,2020,Summer
Warangal (Rural),December,11,2020,Monsoon
Yadadri Bhongir ??1,0,2020,Winter,Monsoon
Yadadri Bhongir ??2,0,2020,Winter,Autumn
Yadadri Bhongir ??3,0,2020,Summer,Monsoon
Yadadri Bhongir ??4,0,2020,Summer,Winter
Yadadri Bhongir ??5,0,2020,Summer,Monsoon
Yadadri Bhongir ??6,0,2020,Monsoon,Autumn
Yadadri Bhongir ??7,0,2020,Monsoon,Monsoon
Yadadri Bhongir ??8,0,2020,Monsoon,Autumn
Yadadri Bhongir ??9,0,2020,Monsoon,Autumn
Yadadri Bhongir ??10,0,2020,Autumn,Monsoon
Yadadri Bhongir ??11,0,2020,Autumn,Autumn
Yadadri Bhongir ??12,0,2020,Winter,Summer
Adilabad,January,0,2020,Monsoon
Adilabad,February,0,2020,Summer
Adilabad,March,0,2020,Autumn
Adilabad,April,0,2020,Summer
Adilabad,May,0,2020,Monsoon
Adilabad,June,0,2020,Autumn
Adilabad,July,0,2020,Winter
Adilabad,August,0,2020,Summer
Adilabad,September,0,2020,Autumn
Adilabad,October,0,2020,Summer
Adilabad,November,0,2020,Autumn
Adilabad,December,0,2020,Summer
Komaram Bheem Asifabad,January,0,2020,Summer
Komaram Bheem Asifabad,February,0,2020,Summer
Komaram Bheem Asifabad,March,0,2020,Summer
Komaram Bheem Asifabad,April,0,2020,Autumn
Komaram Bheem Asifabad,May,0,2020,Monsoon
Komaram Bheem Asifabad,June,0,2020,Winter
Komaram Bheem Asifabad,July,0,2020,Monsoon
Komaram Bheem Asifabad,August,0,2020,Summer
Komaram Bheem Asifabad,September,0,2020,Winter
Komaram Bheem Asifabad,October,0,2020,Summer
Komaram Bheem Asifabad,November,0,2020,Winter
Komaram Bheem Asifabad,December,0,2020,Autumn
Mancherial,January,0,2020,Summer
Mancherial,February,0,2020,Monsoon
Mancherial,March,0,2020,Monsoon
Mancherial,April,0,2020,Autumn
Mancherial,May,0,2020,Autumn
Mancherial,June,0,2020,Monsoon
Mancherial,July,0,2020,Autumn
Mancherial,August,0,2020,Winter
Mancherial,September,0,2020,Summer
Mancherial,October,0,2020,Monsoon
Mancherial,November,0,2020,Monsoon
Mancherial,December,0,2020,Summer
Nirmal,January,0,2020,Autumn
Nirmal,February,0,2020,Autumn
Nirmal,March,0,2020,Monsoon
Nirmal,April,0,2020,Summer
Nirmal,May,0,2020,Autumn
Nirmal,June,0,2020,Summer
Nirmal,July,0,2020,Autumn
Nirmal,August,0,2020,Monsoon
Nirmal,September,0,2020,Monsoon
Nirmal,October,0,2020,Summer
Nirmal,November,0,2020,Monsoon
Nirmal,December,0,2020,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",January,20226,2020,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",February,18838,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",March,20599,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",April,5802,2020,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",May,8674,2020,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",June,9320,2020,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",July,12893,2020,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",August,7979,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",September,17984,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",October,11021,2020,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",November,13031,2020,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",December,14178,2020,Monsoon
Karimnagar,January,0,2020,Monsoon
Karimnagar,February,0,2020,Summer
Karimnagar,March,0,2020,Monsoon
Karimnagar,April,0,2020,Winter
Karimnagar,May,0,2020,Winter
Karimnagar,June,0,2020,Autumn
Karimnagar,July,0,2020,Winter
Karimnagar,August,0,2020,Winter
Karimnagar,September,0,2020,Winter
Karimnagar,October,0,2020,Monsoon
Karimnagar,November,0,2020,Winter
Karimnagar,December,0,2020,Summer
Jagtial,January,0,2020,Autumn
Jagtial,February,0,2020,Winter
Jagtial,March,0,2020,Summer
Jagtial,April,0,2020,Summer
Jagtial,May,0,2020,Monsoon
Jagtial,June,0,2020,Summer
Jagtial,July,0,2020,Monsoon
Jagtial,August,0,2020,Summer
Jagtial,September,0,2020,Autumn
Jagtial,October,0,2020,Monsoon
Jagtial,November,0,2020,Monsoon
Jagtial,December,0,2020,Summer
Peddapalli,January,0,2020,Summer
Peddapalli,February,0,2020,Monsoon
Peddapalli,March,0,2020,Autumn
Peddapalli,April,0,2020,Winter
Peddapalli,May,0,2020,Summer
Peddapalli,June,0,2020,Summer
Peddapalli,July,0,2020,Winter
Peddapalli,August,0,2020,Autumn
Peddapalli,September,0,2020,Summer
Peddapalli,October,0,2020,Summer
Peddapalli,November,0,2020,Autumn
Peddapalli,December,0,2020,Monsoon
Rajarina Sircilla,January,0,2020,Summer
Rajarina Sircilla,February,0,2020,Winter
Rajarina Sircilla,March,0,2020,Summer
Rajarina Sircilla,April,0,2020,Monsoon
Rajarina Sircilla,May,0,2020,Monsoon
Rajarina Sircilla,June,0,2020,Autumn
Rajarina Sircilla,July,0,2020,Winter
Rajarina Sircilla,August,0,2020,Monsoon
Rajarina Sircilla,September,0,2020,Summer
Rajarina Sircilla,October,0,2020,Monsoon
Rajarina Sircilla,November,0,2020,Monsoon
Rajarina Sircilla,December,0,2020,Monsoon
Khammam,January,0,2020,Summer
Khammam,February,0,2020,Winter
Khammam,March,0,2020,Monsoon
Khammam,April,0,2020,Autumn
Khammam,May,0,2020,Summer
Khammam,June,0,2020,Winter
Khammam,July,0,2020,Autumn
Khammam,August,0,2020,Winter
Khammam,September,0,2020,Winter
Khammam,October,0,2020,Autumn
Khammam,November,0,2020,Monsoon
Khammam,December,0,2020,Autumn
Bhadradri Kothagudem,January,0,2020,Summer
Bhadradri Kothagudem,February,0,2020,Autumn
Bhadradri Kothagudem,March,0,2020,Autumn
Bhadradri Kothagudem,April,0,2020,Monsoon
Bhadradri Kothagudem,May,0,2020,Autumn
Bhadradri Kothagudem,June,0,2020,Autumn
Bhadradri Kothagudem,July,0,2020,Autumn
Bhadradri Kothagudem,August,0,2020,Winter
Bhadradri Kothagudem,September,0,2020,Autumn
Bhadradri Kothagudem,October,0,2020,Winter
Bhadradri Kothagudem,November,0,2020,Autumn
Bhadradri Kothagudem,December,0,2020,Autumn
Mababubnagar,January,0,2020,Winter
Mababubnagar,February,0,2020,Autumn
Mababubnagar,March,0,2020,Monsoon
Mababubnagar,April,0,2020,Autumn
Mababubnagar,May,0,2020,Winter
Mababubnagar,June,0,2020,Winter
Mababubnagar,July,0,2020,Summer
Mababubnagar,August,0,2020,Autumn
Mababubnagar,September,0,2020,Monsoon
Mababubnagar,October,0,2020,Winter
Mababubnagar,November,0,2020,Monsoon
Mababubnagar,December,0,2020,Monsoon
Jogulamha Gadwal,January,0,2020,Summer
Jogulamha Gadwal,February,0,2020,Monsoon
Jogulamha Gadwal,March,0,2020,Summer
Jogulamha Gadwal,April,0,2020,Winter
Jogulamha Gadwal,May,0,2020,Monsoon
Jogulamha Gadwal,June,0,2020,Autumn
Jogulamha Gadwal,July,0,2020,Monsoon
Jogulamha Gadwal,August,0,2020,Autumn
Jogulamha Gadwal,September,0,2020,Autumn
Jogulamha Gadwal,October,0,2020,Winter
Jogulamha Gadwal,November,0,2020,Winter
Jogulamha Gadwal,December,0,2020,Winter
Nagarkurnool,January,0,2020,Winter
Nagarkurnool,February,0,2020,Summer
Nagarkurnool,March,0,2020,Winter
Nagarkurnool,April,0,2020,Autumn
Nagarkurnool,May,0,2020,Monsoon
Nagarkurnool,June,0,2020,Autumn
Nagarkurnool,July,0,2020,Summer
Nagarkurnool,August,0,2020,Autumn
Nagarkurnool,September,0,2020,Winter
Nagarkurnool,October,0,2020,Winter
Nagarkurnool,November,0,2020,Summer
Nagarkurnool,December,0,2020,Autumn
Wanaparthy,January,0,2020,Summer
Wanaparthy,February,0,2020,Autumn
Wanaparthy,March,0,2020,Monsoon
Wanaparthy,April,0,2020,Monsoon
Wanaparthy,May,0,2020,Summer
Wanaparthy,June,0,2020,Monsoon
Wanaparthy,July,0,2020,Winter
Wanaparthy,August,0,2020,Autumn
Wanaparthy,September,0,2020,Summer
Wanaparthy,October,0,2020,Autumn
Wanaparthy,November,0,2020,Monsoon
Wanaparthy,December,0,2020,Summer
Narayanapet,January,0,2020,Winter
Narayanapet,February,0,2020,Winter
Narayanapet,March,0,2020,Monsoon
Narayanapet,April,0,2020,Summer
Narayanapet,May,0,2020,Autumn
Narayanapet,June,0,2020,Summer
Narayanapet,July,0,2020,Monsoon
Narayanapet,August,0,2020,Summer
Narayanapet,September,0,2020,Monsoon
Narayanapet,October,0,2020,Autumn
Narayanapet,November,0,2020,Winter
Narayanapet,December,0,2020,Winter
Medak,January,0,2020,Monsoon
Medak,February,0,2020,Autumn
Medak,March,0,2020,Winter
Medak,April,0,2020,Winter
Medak,May,0,2020,Summer
Medak,June,0,2020,Autumn
Medak,July,0,2020,Winter
Medak,August,0,2020,Summer
Medak,September,0,2020,Monsoon
Medak,October,0,2020,Summer
Medak,November,0,2020,Summer
Medak,December,0,2020,Autumn
Sangareddy,January,0,2020,Monsoon
Sangareddy,February,0,2020,Summer
Sangareddy,March,0,2020,Winter
Sangareddy,April,0,2020,Autumn
Sangareddy,May,0,2020,Monsoon
Sangareddy,June,0,2020,Monsoon
Sangareddy,July,0,2020,Monsoon
Sangareddy,August,0,2020,Autumn
Sangareddy,September,0,2020,Summer
Sangareddy,October,0,2020,Autumn
Sangareddy,November,0,2020,Monsoon
Sangareddy,December,0,2020,Autumn
Siddipet,January,0,2020,Autumn
Siddipet,February,0,2020,Monsoon
Siddipet,March,0,2020,Winter
Siddipet,April,0,2020,Monsoon
Siddipet,May,0,2020,Autumn
Siddipet,June,0,2020,Summer
Siddipet,July,0,2020,Monsoon
Siddipet,August,0,2020,Summer
Siddipet,September,0,2020,Monsoon
Siddipet,October,0,2020,Winter
Siddipet,November,0,2020,Autumn
Siddipet,December,0,2020,Autumn
Nalgonda & Suryapet,January,0,2020,Winter
Nalgonda & Suryapet,February,0,2020,Summer
Nalgonda & Suryapet,March,0,2020,Monsoon
Nalgonda & Suryapet,April,0,2020,Autumn
Nalgonda & Suryapet,May,0,2020,Monsoon
Nalgonda & Suryapet,June,0,2020,Winter
Nalgonda & Suryapet,July,0,2020,Winter
Nalgonda & Suryapet,August,0,2020,Autumn
Nalgonda & Suryapet,September,0,2020,Winter
Nalgonda & Suryapet,October,0,2020,Monsoon
Nalgonda & Suryapet,November,0,2020,Autumn
Nalgonda & Suryapet,December,0,2020,Monsoon
Yadadri Bhongir,January,0,2020,Winter
Yadadri Bhongir,February,29,2020,Winter
Yadadri Bhongir,March,0,2020,Monsoon
Yadadri Bhongir,April,0,2020,Summer
Yadadri Bhongir,May,0,2020,Autumn
Yadadri Bhongir,June,0,2020,Summer
Yadadri Bhongir,July,7,2020,Winter
Yadadri Bhongir,August,0,2020,Summer
Yadadri Bhongir,September,0,2020,Summer
Yadadri Bhongir,October,0,2020,Monsoon
Yadadri Bhongir,November,0,2020,Monsoon
Yadadri Bhongir,December,0,2020,Winter
Nizamabad,January,0,2020,Summer
Nizamabad,February,0,2020,Winter
Nizamabad,March,0,2020,Autumn
Nizamabad,April,0,2020,Monsoon
Nizamabad,May,0,2020,Winter
Nizamabad,June,0,2020,Autumn
Nizamabad,July,0,2020,Summer
Nizamabad,August,0,2020,Monsoon
Nizamabad,September,0,2020,Autumn
Nizamabad,October,0,2020,Summer
Nizamabad,November,0,2020,Monsoon
Nizamabad,December,0,2020,Winter
Kamareddy,January,0,2020,Monsoon
Kamareddy,February,0,2020,Winter
Kamareddy,March,0,2020,Winter
Kamareddy,April,0,2020,Autumn
Kamareddy,May,0,2020,Autumn
Kamareddy,June,0,2020,Winter
Kamareddy,July,0,2020,Summer
Kamareddy,August,0,2020,Monsoon
Kamareddy,September,0,2020,Monsoon
Kamareddy,October,0,2020,Autumn
Kamareddy,November,0,2020,Summer
Kamareddy,December,0,2020,Summer
Hanumakonda,January,5,2020,Autumn
Hanumakonda,February,7,2020,Summer
Hanumakonda,March,9,2020,Autumn
Hanumakonda,April,9,2020,Winter
Hanumakonda,May,10,2020,Autumn
Hanumakonda,June,8,2020,Winter
Hanumakonda,July,9,2020,Monsoon
Hanumakonda,August,10,2020,Winter
Hanumakonda,September,8,2020,Autumn
Hanumakonda,October,10,2020,Summer
Hanumakonda,November,10,2020,Monsoon
Hanumakonda,December,10,2020,Autumn
Warangal (Rural),January,6,2020,Monsoon
Warangal (Rural),February,6,2020,Winter
Warangal (Rural),March,6,2020,Winter
Warangal (Rural),April,8,2020,Summer
Warangal (Rural),May,10,2020,Summer
Warangal (Rural),June,6,2020,Autumn
Warangal (Rural),July,8,2020,Winter
Warangal (Rural),August,9,2020,Summer
Warangal (Rural),September,9,2020,Monsoon
Warangal (Rural),October,10,2020,Winter
Warangal (Rural),November,11,2020,Autumn
Warangal (Rural),December,10,2020,Monsoon
Jangann,January,0,2020,Monsoon
Jangann,February,0,2020,Summer
Jangann,March,0,2020,Autumn
Jangann,April,0,2020,Winter
Jangann,May,0,2020,Monsoon
Jangann,June,0,2020,Winter
Jangann,July,0,2020,Monsoon
Jangann,August,0,2020,Autumn
Jangann,September,0,2020,Summer
Jangann,October,0,2020,Summer
Jangann,November,0,2020,Summer
Jangann,December,0,2020,Monsoon
Jayashankar Bhoopalpally,January,0,2020,Summer
Jayashankar Bhoopalpally,February,0,2020,Winter
Jayashankar Bhoopalpally,March,0,2020,Winter
Jayashankar Bhoopalpally,April,0,2020,Monsoon
Jayashankar Bhoopalpally,May,0,2020,Autumn
Jayashankar Bhoopalpally,June,0,2020,Monsoon
Jayashankar Bhoopalpally,July,0,2020,Summer
Jayashankar Bhoopalpally,August,0,2020,Winter
Jayashankar Bhoopalpally,September,0,2020,Monsoon
Jayashankar Bhoopalpally,October,0,2020,Summer
Jayashankar Bhoopalpally,November,0,2020,Winter
Jayashankar Bhoopalpally,December,0,2020,Winter
Mahabubabad,January,0,2020,Monsoon
Mahabubabad,February,0,2020,Monsoon
Mahabubabad,March,0,2020,Autumn
Mahabubabad,April,0,2020,Summer
Mahabubabad,May,0,2020,Autumn
Mahabubabad,June,0,2020,Autumn
Mahabubabad,July,0,2020,Autumn
Mahabubabad,August,0,2020,Monsoon
Mahabubabad,September,0,2020,Summer
Mahabubabad,October,0,2020,Winter
Mahabubabad,November,0,2020,Summer
Mahabubabad,December,0,2020,Monsoon
Mulugu,January,10,2020,Monsoon
Mulugu,February,8,2020,Monsoon
Mulugu,March,15,2020,Summer
Mulugu,April,15,2020,Summer
Mulugu,May,13,2020,Summer
Mulugu,June,8,2020,Autumn
Mulugu,July,8,2020,Autumn
Mulugu,August,10,2020,Monsoon
Mulugu,September,10,2020,Winter
Mulugu,October,10,2020,Monsoon
Mulugu,November,10,2020,Autumn
Mulugu,December,10,2020,Monsoon
Adilabad,January,25071,2019,Monsoon
Adilabad,February,406177,2019,Summer
Adilabad,March,14347,2019,Monsoon
Adilabad,April,9972,2019,Summer
Adilabad,May,6997,2019,Monsoon
Adilabad,June,9161,2019,Summer
Adilabad,July,11791,2019,Winter
Adilabad,August,108173,2019,Autumn
Adilabad,September,37589,2019,Monsoon
Adilabad,October,38184,2019,Winter
Adilabad,November,70344,2019,Autumn
Adilabad,December,38089,2019,Autumn
Bhadradri Kothagudem ,January,283365,2019,Monsoon
Bhadradri Kothagudem ,February,229159,2019,Autumn
Bhadradri Kothagudem ,March,225448,2019,Monsoon
Bhadradri Kothagudem ,April,349585,2019,Autumn
Bhadradri Kothagudem ,May,275800,2019,Monsoon
Bhadradri Kothagudem ,June,9761776,2019,Autumn
Bhadradri Kothagudem ,July,233338,2019,Autumn
Bhadradri Kothagudem ,August,271941,2019,Summer
Bhadradri Kothagudem ,September,314199,2019,Monsoon
Bhadradri Kothagudem ,October,287432,2019,Autumn
Bhadradri Kothagudem ,November,298366,2019,Winter
Bhadradri Kothagudem ,December,287328,2019,Monsoon
Hyderabad,January,1426500,2019,Monsoon
Hyderabad,February,983147,2019,Monsoon
Hyderabad,March,1009991,2019,Summer
Hyderabad,April,1045933,2019,Winter
Hyderabad,May,1305748,2019,Winter
Hyderabad,June,1262995,2019,Summer
Hyderabad,July,1094861,2019,Summer
Hyderabad,August,1121380,2019,Summer
Hyderabad,September,959930,2019,Monsoon
Hyderabad,October,1240643,2019,Summer
Hyderabad,November,1073665,2019,Summer
Hyderabad,December,1277569,2019,Autumn
Jagtial ,January,211913,2019,Autumn
Jagtial ,February,215105,2019,Autumn
Jagtial ,March,194090,2019,Monsoon
Jagtial ,April,447226,2019,Winter
Jagtial ,May,500206,2019,Summer
Jagtial ,June,235363,2019,Autumn
Jagtial ,July,157419,2019,Summer
Jagtial ,August,151570,2019,Winter
Jagtial ,September,157564,2019,Monsoon
Jagtial ,October,165070,2019,Winter
Jagtial ,November,277630,2019,Winter
Jagtial ,December,372959,2019,Summer
Jangaon ,January,28750,2019,Winter
Jangaon ,February,28810,2019,Monsoon
Jangaon ,March,27300,2019,Autumn
Jangaon ,April,26160,2019,Autumn
Jangaon ,May,26740,2019,Monsoon
Jangaon ,June,25820,2019,Summer
Jangaon ,July,24160,2019,Autumn
Jangaon ,August,27800,2019,Summer
Jangaon ,September,28640,2019,Winter
Jangaon ,October,27840,2019,Winter
Jangaon ,November,28410,2019,Autumn
Jangaon ,December,28460,2019,Summer
Jayashankar Bhoopalpally,January,197430,2019,Winter
Jayashankar Bhoopalpally,February,33500,2019,Monsoon
Jayashankar Bhoopalpally,March,37500,2019,Autumn
Jayashankar Bhoopalpally,April,38500,2019,Autumn
Jayashankar Bhoopalpally,May,30800,2019,Summer
Jayashankar Bhoopalpally,June,40500,2019,Summer
Jayashankar Bhoopalpally,July,45500,2019,Summer
Jayashankar Bhoopalpally,August,45000,2019,Winter
Jayashankar Bhoopalpally,September,50500,2019,Summer
Jayashankar Bhoopalpally,October,46000,2019,Winter
Jayashankar Bhoopalpally,November,51500,2019,Monsoon
Jayashankar Bhoopalpally,December,45800,2019,Summer
Jogulamba Gadwal ,January,146441,2019,Summer
Jogulamba Gadwal ,February,481110,2019,Winter
Jogulamba Gadwal ,March,155013,2019,Autumn
Jogulamba Gadwal ,April,82334,2019,Summer
Jogulamba Gadwal ,May,154609,2019,Winter
Jogulamba Gadwal ,June,155013,2019,Summer
Jogulamba Gadwal ,July,114951,2019,Monsoon
Jogulamba Gadwal ,August,123733,2019,Summer
Jogulamba Gadwal ,September,131485,2019,Autumn
Jogulamba Gadwal ,October,152898,2019,Autumn
Jogulamba Gadwal ,November,128075,2019,Summer
Jogulamba Gadwal ,December,182333,2019,Winter
Kamareddy ,January,42,2019,Summer
Kamareddy ,February,41,2019,Monsoon
Kamareddy ,March,45,2019,Monsoon
Kamareddy ,April,41,2019,Winter
Kamareddy ,May,46,2019,Monsoon
Kamareddy ,June,41,2019,Autumn
Kamareddy ,July,50,2019,Autumn
Kamareddy ,August,50,2019,Summer
Kamareddy ,September,41,2019,Autumn
Kamareddy ,October,46,2019,Monsoon
Kamareddy ,November,46,2019,Summer
Kamareddy ,December,45,2019,Autumn
Karimnagar ,January,10285,2019,Summer
Karimnagar ,February,6480,2019,Autumn
Karimnagar ,March,6634,2019,Autumn
Karimnagar ,April,5623,2019,Winter
Karimnagar ,May,3393,2019,Autumn
Karimnagar ,June,3871,2019,Autumn
Karimnagar ,July,5192,2019,Autumn
Karimnagar ,August,5480,2019,Winter
Karimnagar ,September,8735,2019,Summer
Karimnagar ,October,6799,2019,Autumn
Karimnagar ,November,7101,2019,Autumn
Karimnagar ,December,7898,2019,Winter
Khammam,January,123550,2019,Autumn
Khammam,February,98471,2019,Autumn
Khammam,March,91340,2019,Autumn
Khammam,April,135920,2019,Monsoon
Khammam,May,130971,2019,Summer
Khammam,June,127270,2019,Winter
Khammam,July,103260,2019,Winter
Khammam,August,111374,2019,Autumn
Khammam,September,133754,2019,Autumn
Khammam,October,128625,2019,Monsoon
Khammam,November,104380,2019,Winter
Khammam,December,124525,2019,Winter
Komaram Bheem Asifabad,January,2476,2019,Winter
Komaram Bheem Asifabad,February,1449,2019,Monsoon
Komaram Bheem Asifabad,March,1212,2019,Summer
Komaram Bheem Asifabad,April,663,2019,Autumn
Komaram Bheem Asifabad,May,493,2019,Monsoon
Komaram Bheem Asifabad,June,506,2019,Monsoon
Komaram Bheem Asifabad,July,1287,2019,Winter
Komaram Bheem Asifabad,August,2572,2019,Autumn
Komaram Bheem Asifabad,September,1629,2019,Autumn
Komaram Bheem Asifabad,October,1943,2019,Monsoon
Komaram Bheem Asifabad,November,2176,2019,Summer
Komaram Bheem Asifabad,December,2783,2019,Monsoon
Mahabubabad ,January,13480,2019,Winter
Mahabubabad ,February,13545,2019,Autumn
Mahabubabad ,March,13490,2019,Monsoon
Mahabubabad ,April,12980,2019,Summer
Mahabubabad ,May,11970,2019,Summer
Mahabubabad ,June,11460,2019,Winter
Mahabubabad ,July,13470,2019,Summer
Mahabubabad ,August,12190,2019,Summer
Mahabubabad ,September,13210,2019,Monsoon
Mahabubabad ,October,12260,2019,Autumn
Mahabubabad ,November,12470,2019,Winter
Mahabubabad ,December,12360,2019,Winter
Mahbubnagar,January,168082,2019,Autumn
Mahbubnagar,February,798949,2019,Winter
Mahbubnagar,March,173658,2019,Autumn
